movieId	imdbId	tmdbId	Title	Year	Director	Actors	Genre	Language	Country	Plot
55280	0805564	6615	Lars and the Real Girl	2007	Craig Gillespie	Ryan Gosling, Emily Mortimer, Paul Schneider, R.D. Reid	Comedy, Drama, Romance	English, Spanish	USA, Canada	A delusional young man strikes up an unconventional relationship with a doll he finds on the Internet.
55282	0389722	4513	30 Days of Night	2007	David Slade	Josh Hartnett, Melissa George, Danny Huston, Ben Foster	Horror	English	USA, New Zealand	After an Alaskan town is plunged into darkness for a month, it is attacked by a bloodthirsty gang of vampires.
55290	0452623	4771	Gone Baby Gone	2007	Ben Affleck	Casey Affleck, Michelle Monaghan, Morgan Freeman, Ed Harris	Crime, Drama, Mystery	English	USA	Two Boston area detectives investigate a little girl's kidnapping, which ultimately turns into a crisis both professionally and personally.
55294	0758798	14251	Weirdsville	2007	Allan Moyle	Scott Speedman, Wes Bentley, Taryn Manning, Matt Frewer	Comedy, Crime, Drama	English	Canada	A pair of slackers get in way over their heads when they try to dump the body of a dead girlfriend in the basement of a drive-in movie theater where a satanic cult performs ritual sacrifices.
55363	0443680	4512	The Assassination of Jesse James by the Coward Robert Ford	2007	Andrew Dominik	Brad Pitt, Mary-Louise Parker, Brooklynn Proulx, Dustin Bollinger	Biography, Crime, Drama	English, Danish	USA, Canada, UK	Robert Ford, who's idolized Jesse James since childhood, tries hard to join the reforming gang of the Missouri outlaw, but gradually becomes resentful of the bandit leader.
55417	0762110	1922	Irina Palm	2007	Sam Garbarski	Marianne Faithfull, Predrag Manojlovic, Kevin Bishop, Siobhan Hewlett	Drama	English	Belgium, Germany, Luxembourg, UK, France	Maggie, a 50-year-old widow, desperately needs some money to pay for a medical treatment for her ill grandson. After one attempt at trying to find a job, Maggie finds herself roaming the ...
55442	0808417	2011	Persepolis	2007	Vincent Paronnaud, Marjane Satrapi	Chiara Mastroianni, Danielle Darrieux, Catherine Deneuve, Simon Abkarian	Animation, Biography, Drama	French, English, Persian, German	France, USA	A precocious and outspoken Iranian girl grows up during the Islamic Revolution.
55444	0421082	5708	Control	2007	Anton Corbijn	Sam Riley, Samantha Morton, Alexandra Maria Lara, Joe Anderson	Biography, Drama, Music	English	UK, USA, Australia, Japan	A profile of Ian Curtis, the enigmatic singer of Joy Division whose personal, professional, and romantic troubles led him to commit suicide at the age of 23.
55451	0866437	5951	The Jane Austen Book Club	2007	Robin Swicord	Maria Bello, Emily Blunt, Kathy Baker, Amy Brenneman	Comedy, Drama, Romance	English	USA	Six Californians start a club to discuss the works of Jane Austen, only to find their relationships -- both old and new -- begin to resemble 21st century versions of her novels.
55498	0494834	14753	Silk	2007	François Girard	Sei Ashina, Michael Pitt, Tony Vogel, Toni Bertorelli	Drama, Romance	English, Japanese, Latin	Canada, France, Italy, UK, Japan	The story of a married silkworm merchant-turned-smuggler in 19th century France traveling to Japan for his town's supply of silkworms after a disease wipes out their African supply. During his stay in Japan, he becomes obsessed with the concubine of a local baron.
55555	0880502	2014	The Edge of Heaven	2007	Fatih Akin	Baki Davrak, Gürsoy Gemec, Cengiz Daner, Tuncel Kurtiz	Drama	German, Turkish, English	Germany, Turkey, Italy	A Turkish man travels to Istanbul to find the daughter of his father's former girlfriend.
55566	0906108	17202	Why Did I Get Married?	2007	Tyler Perry	Tyler Perry, Sharon Leal, Janet Jackson, Malik Yoba	Comedy, Drama	English	USA	The big screen adaptation of Perry's stage play about the trials of marriage, and what happens to one family when a sexy young temptress arrives on the scene.
55577	0890870	663	Saw IV	2007	Darren Lynn Bousman	Tobin Bell, Costas Mandylor, Scott Patterson, Betsy Russell	Horror, Mystery	English	USA, Canada	Despite Jigsaw's death, and in order to save the lives of two of his colleagues, Lieutenant Rigg is forced to take part in a new game, which promises to test him to the limit.
55652	0079871	25476	Scum	1979	Alan Clarke	Ray Winstone, Mick Ford, Julian Firth, John Blundell	Crime, Drama	English	UK	Uncompromising story of life in a Borstal prison, a British juvenile offender institution in the 70's
55684	0821470	20605	The City of Violence	2006	Seung-wan Ryoo	Jae-mo Ahn, Kil-kang Ahn, Dong-Hyeon Baek, Richard Epcar	Action, Crime, Drama	Korean	South Korea	Tae-su, a detective fighting organized crime, returns to his hometown for his high school friend Wang-jae's funeral. At the funeral, he meets his old friends Pil-ho, Dong-hwan and Seok-hwan...
55687	0912592	14279	My Kid Could Paint That	2007	Amir Bar-Lev	Amir Bar-Lev, Anthony Brunelli, Elizabeth Cohen, Jonathan Crosby	Documentary, Family, Mystery	English, Mandarin	USA, UK	A look at the work and surprising success of a four-year-old girl whose paintings have been compared to the likes of Picasso and has raked in hundreds of thousands of dollars.
55721	0861739	7347	Elite Squad	2007	José Padilha	Wagner Moura, André Ramiro, Caio Junqueira, Milhem Cortaz	Action, Crime, Drama	Portuguese	Brazil, USA, Argentina	1997, Captain Nascimento has to find a substitute for his occupation while trying to take down drug dealers and criminals before the Pope comes to Rio de Janeiro, Brazil.
55732	0415965	5126	Martian Child	2007	Menno Meyjes	John Cusack, Bobby Coleman, Amanda Peet, Sophie Okonedo	Comedy, Drama, Family	English	USA	A science-fiction writer, recently widowed, considers whether to adopt a hyper-imaginative 6-year-old abandoned and socially rejected boy who says he's really from Mars.
55757	0079278	42173	Chilly Scenes of Winter	1979	Joan Micklin Silver	John Heard, Mary Beth Hurt, Peter Riegert, Kenneth McMillan	Comedy, Drama, Romance	English	USA	Charles is a Salt Lake City civil servant who loves (*LOVES*) Laura, a lovely housewife with a lovely step-daughter and an A-frame-selling, ex-quarterback husband named Ox. His roommate is ...
55765	0765429	4982	American Gangster	2007	Ridley Scott	Denzel Washington, Russell Crowe, Chiwetel Ejiofor, Josh Brolin	Biography, Crime, Drama	English	USA, UK	In 1970s America, a detective works to bring down the drug empire of Frank Lucas, a heroin kingpin from Manhattan, who is smuggling the drug into the country from the Far East.
55768	0389790	5559	Bee Movie	2007	Steve Hickner, Simon J. Smith	Jerry Seinfeld, Renée Zellweger, Matthew Broderick, Patrick Warburton	Animation, Adventure, Comedy	English	USA, Australia	Barry B. Benson, a bee just graduated from college, is disillusioned at his lone career choice: making honey. On a special trip outside the hive, Barry's life is saved by Vanessa, a florist in New York City. As their relationship blossoms, he discovers humans actually eat honey, and subsequently decides to sue them.
55805	0292963	7972	Before the Devil Knows You're Dead	2007	Sidney Lumet	Philip Seymour Hoffman, Ethan Hawke, Albert Finney, Marisa Tomei	Crime, Drama, Thriller	English	USA	When two brothers organize the robbery of their parents' jewelry store the job goes horribly wrong, triggering a series of events that sends them, their father and one brother's wife hurtling towards a shattering climax.
55814	0401383	2013	The Diving Bell and the Butterfly	2007	Julian Schnabel	Mathieu Amalric, Emmanuelle Seigner, Marie-Josée Croze, Anne Consigny	Biography, Drama	French	France, USA	The true story of Elle editor Jean-Dominique Bauby who suffers a stroke and has to live with an almost totally paralyzed body; only his left eye isn't paralyzed.
55820	0477348	6977	No Country for Old Men	2007	Ethan Coen, Joel Coen	Tommy Lee Jones, Javier Bardem, Josh Brolin, Woody Harrelson	Crime, Drama, Thriller	English, Spanish	USA	Violence and mayhem ensue after a hunter stumbles upon a drug deal gone wrong and more than two million dollars in cash near the Rio Grande.
55830	0799934	4953	Be Kind Rewind	2008	Michel Gondry	Jack Black, Yasiin Bey, Danny Glover, Mia Farrow	Comedy	English	UK, France, USA	Two bumbling store clerks inadvertently erase the footage from all of the tapes in their video rental store. In order to keep the business running, they re-shoot every film in the store with their own camera, with a budget of zero dollars.
55851	0790706	26336	Crazy Love	2007	Dan Klores, Fisher Stevens	Bob Janoff, Burt Pugach, Linda Pugach, Sylvia Hoffman	Documentary, Romance	English	USA	The bizarre true story of Linda Riss and Burt Pugach.
55872	0426931	5123	August Rush	2007	Kirsten Sheridan	Freddie Highmore, Keri Russell, Jonathan Rhys Meyers, Terrence Howard	Drama, Music	English	USA	A drama with fairy tale elements, where an orphaned musical prodigy uses his gift as a clue to finding his birth parents.
55895	0047985	18612	The Desperate Hours	1955	William Wyler	Humphrey Bogart, Fredric March, Arthur Kennedy, Martha Scott	Crime, Drama, Film-Noir	English	USA	Glen, Hal and Sam are three escaped convicts who move in on and terrorize a suburban household.
55908	0756683	13363	The Man from Earth	2007	Richard Schenkman	David Lee Smith, Tony Todd, John Billingsley, Ellen Crawford	Drama, Romance, Sci-Fi	English	USA	An impromptu goodbye party for Professor John Oldman becomes a mysterious interrogation after the retiring scholar reveals to his colleagues he has a longer and stranger past than they can imagine.
55946	0891527	4515	Lions for Lambs	2007	Robert Redford	Robert Redford, Meryl Streep, Tom Cruise, Michael Peña	Drama, Thriller, War	English	USA	Injuries sustained by two Army rangers behind enemy lines in Afghanistan set off a sequence of events involving a congressman, a journalist and a professor.
55995	0442933	2310	Beowulf	2007	Robert Zemeckis	Robin Wright, Anthony Hopkins, Paul Baker, John Bilezikjian	Animation, Action, Adventure	English, Old English	USA	The warrior Beowulf must fight and defeat the monster Grendel who is terrorizing Denmark, and later, Grendel's mother, who begins killing out of revenge.
55999	0457419	2284	Mr. Magorium's Wonder Emporium	2007	Zach Helm	Ted Ludzik, Natalie Portman, Zach Mills, Dustin Hoffman	Comedy, Family, Fantasy	English	USA, Canada	Molly Mahoney is the awkward and insecure manager of Mr. Magorium's Wonder Emporium, the strangest, most fantastic, most wonderful toy store in the world. But when Mr. Magorium, the 243-year-old eccentric who owns the store, bequeaths the store to her, a dark and ominous change begins to take over the once-remarkable Emporium.
56003	0405336	4723	Southland Tales	2006	Richard Kelly	Carlos Amezcua, Curtis Armstrong, Robert Benz, Todd Berger	Comedy, Mystery, Sci-Fi	English	France, Germany, USA	During a three day heat wave just before a huge 4th of July celebration, an action star stricken with amnesia meets up with a porn star who is developing her own reality TV project, and a policeman who holds the key to a vast conspiracy.
56015	0044789	21296	Kansas City Confidential	1952	Phil Karlson	John Payne, Coleen Gray, Preston Foster, Neville Brand	Crime, Drama, Film-Noir	English, Spanish	USA	An ex-con trying to go straight is framed for a million dollar armored car robbery and must go to Mexico in order to unmask the real culprits.
56030	0988102	24060	Darfur Now	2007	Ted Braun	Ahmed Mahammed Abaka, Sheikh Ahmed Mohamad Abakar, Hawa Abaker, Hejewa Adam	Documentary	Fur, Arabic, English, Spanish	USA	An examination of the genocide in Sudan's western region of Darfur.
56069	0878695	13561	Murder Party	2007	Jeremy Saulnier	Chris Sharp, Kate Porterfield, Tess Porterfield Lovell, Puff Snooty	Comedy, Drama, Horror	English	USA	A random invitation to a Halloween party leads a man into the hands of a rogue collective intent on murdering him for the sake of their art, sparking a bloodbath of mishap, mayhem and hilarity.
56079	0780608	13168	Smiley Face	2007	Gregg Araki	Anna Faris, Roscoe Lee Browne, Danny Masterson, Ben Falcone	Comedy	English	USA, Germany	After a young actress unknowingly eats her roommate's marijuana cupcakes, her day becomes a series of misadventures.
56095	0995829	11148	XXY	2007	Lucía Puenzo	Ricardo Darín, Valeria Bertuccelli, Germán Palacios, Carolina Pelleritti	Drama	Spanish	Argentina, Spain, France	The story of an intersexual fifteen-year-old. She lives with her parents, who have to cope with the challenges of her medical condition.
56145	0884328	5876	The Mist	2007	Frank Darabont	Thomas Jane, Marcia Gay Harden, Laurie Holden, Andre Braugher	Horror, Sci-Fi	English	USA	A freak storm unleashes a species of blood-thirsty creatures on a small town, where a small band of citizens hole up in a supermarket and fight for their lives.
56152	0461770	4523	Enchanted	2007	Kevin Lima	Amy Adams, Patrick Dempsey, James Marsden, Timothy Spall	Animation, Comedy, Family	English	USA	A princess, who is prepared to be wed, is sent away to New York by an evil queen, where she falls in love with a lawyer.
56156	0465494	1620	Hitman	2007	Xavier Gens	Timothy Olyphant, Dougray Scott, Olga Kurylenko, Robert Knepper	Action, Crime, Drama	English, Russian, Serbo-Croatian	France, USA	A gun-for-hire known only as Agent 47 hired by a group known only as 'The Organization' is ensnared in a political conspiracy, which finds him pursued by both Interpol and the Russian military as he treks across Russia and Eastern Europe.
56169	0211933	13483	Awake	2007	Joby Harold	Hayden Christensen, Jessica Alba, Terrence Howard, Lena Olin	Crime, Mystery, Thriller	English, Japanese	USA	The story focuses on a man who suffers "anesthetic awareness" and finds himself awake and aware, but paralyzed, during heart surgery. His mother must wrestle with her own demons as a turn of events unfolds around them, while trying to unfold the story hidden behind her son's young wife.
